repo_name,path,f0_
lkiversonlk/eth-cms,src/contract/ether_delta.sol,"safeMul(uint a, uint b);safeSub(uint a, uint b);safeAdd(uint a, uint b);assert(bool assertion);totalSupply();balanceOf(address _owner);transfer(address _to, uint256 _value);transferFrom(address _from, address _to, uint256 _value);approve(address _spender, uint256 _value);allowance(address _owner, address _spender);transfer(address _to, uint256 _value);transferFrom(address _from, address _to, uint256 _value);balanceOf(address _owner);approve(address _spender, uint256 _value);allowance(address _owner, address _spender);ReserveToken();create(address account, uint amount);destroy(address account, uint amount);accountLevel(address user);setAccountLevel(address user, uint level);accountLevel(address user);EtherDelta(address admin_, address feeAccount_, address accountLevelsAddr_, uint feeMake_, uint feeTake_, uint feeRebate_);changeAdmin(address admin_);changeAccountLevelsAddr(address accountLevelsAddr_);changeFeeAccount(address feeAccount_);changeFeeMake(uint feeMake_);changeFeeTake(uint feeTake_);changeFeeRebate(uint feeRebate_);deposit();withdraw(uint amount);depositToken(address token, uint amount);withdrawToken(address token, uint amount);balanceOf(address token, address user);order(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce);trade(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s, uint amount);tradeBalances(address tokenGet, uint amountGet, address tokenGive, uint amountGive, address user, uint amount);testTrade(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s, uint amount, address sender);availableVolume(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s);amountFilled(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s);cancelOrder(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, uint8 v, bytes32 r, bytes32 s)"
winsvega/solidity,test/libsolidity/semanticTests/uninitializedFunctionPointer/invalidInConstructor.sol,f();f()
bobsummerwill/solidity,test/libsolidity/semanticTests/uninitializedFunctionPointer/invalidInConstructor.sol,f();f()
PeculiumPCL/Peculium,contracts/v1.2/PrivateSale.sol,PrivateSale();InitPeculiumAdress(address peculAdress);buyTokens(address beneficiary);forwardFunds();claimRefund();goalReached();finalize();finalization()
PeculiumPCL/Peculium,contracts/v1.1/PrivateSale.sol,PrivateSale();InitPeculiumAdress(address peculAdress);buyTokens(address beneficiary);forwardFunds();claimRefund();goalReached();finalize();finalization()
Capillar/capillar-solidity,tools/ThrowProxy.sol,ThrowProxy(address _target);execute();remove()
ethereum/solidity,test/libsolidity/syntaxTests/parsing/single_event_arg_trailing_comma.sol,""
ManyCoin/ManyCoin,contracts/chequebook/contract/chequebook.sol,"cash(address beneficiary, uint256 amount, uint8 sig_v, bytes32 sig_r, bytes32 sig_s)"
cgewecke/eth-gas-reporter,mock/contracts/Wallets/Wallet.sol,"transferPayment(uint payment, address payable recipient);sendPayment(uint payment, address payable recipient);getBalance()"
orbro/eth-enablers,kingOfEtherThrone.sol,KingOfTheEtherThrone();numberOfMonarchs();claimThrone(string name);sweepCommission(uint amount);transferOwnership(address newOwner)
ethereum/solidity,test/libsolidity/semanticTests/functionCall/call_internal_function_with_multislot_arguments_via_pointer.sol,"s(uint a, uint b);foo();test()"
papyrusglobal/smartcontracts,contracts/PapyrusSalePhase1.sol,"deploy(address _papyrusToken, uint256 _tokensToSell);setAuctionStart(uint256 _blockIndex);setClaimingStart(uint256 _blockIndex);setPriceEther(uint256 _priceEther);calcCurrentTokenPrice();updateStage();bid(address receiver, uint128 customerId);claim(address receiver, uint128 customerId);exchange(address receiver, uint128 customerId);calcTokenPrice();calcTokenPriceFactor();calcStopPrice();calcStopPriceFactor();finalizeAuction();calcPriceFromFactor(uint256 factor);calcReservedTokens(uint256 tokenAmount, uint256 tokenPrice);calcAllowedWeisToInvest(uint256 tokenPrice)"
stanta/darfchain,ICO/contracts/test/TestMigrationTarget.sol,"TestMigrationTarget(UpgradeableToken _oldToken);upgradeFrom(address _from, uint256 _value)"
ethereum/solidity,test/libsolidity/semanticTests/functionTypes/pass_function_types_internally.sol,f(uint256 x);eval(function(uint);g(uint256 x)
crypto-coder/Tokens,Token_Contracts/contracts/SuddenDecayingTokenFunction.sol,"SuddenDecayingTokenFunction();getFunctionType();executeDecayFunction(uint256 _amount, int256 _rangeLength, int256 _distanceInRange, uint256 _startPercent, uint256 _endPercent)"
bobsummerwill/solidity,test/libsolidity/syntaxTests/inheritance/override/function_pointer.sol,""
Vorxil/MarketStake,contracts/UUID.sol,"setExists(bytes32 id, bool value);new_id();deleteItem(bytes32 id);deleteHelper(bytes32 id)"
maxxflyer/FLOOD,Pretorian.sol,"Pretorian();setController(address displayHyperNamea,bool b);registerCoin(address a,string tokenName,string akr);registerName(string name,address a,string akr);hyperEnable(address a,bool b);registerCoinData(address a,uint initialSupply,uint decimals);newOwner(address a);setDisclaimer(string s);incrementCoin(address a,uint u,bool v);readLog(uint i);readCoin(uint i);ownedCoin(address a,uint u);coinData(address a);whoIS(string name,bool b);kill()"
ethereum/solidity,test/libsolidity/smtCheckerTests/types/function_type_nested_return.sol,r();h()
bas-vk/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
shahankhatch/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
WhaleCoinOrg/WhaleCoin,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
kobigurk/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
karalabe/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
maichain/listener,vendor/github.com/ethereum/go-ethereum/contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
farazdagi/status-go,vendor/github.com/ethereum/go-ethereum/contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
maran/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
tooooolong/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
yondonfu/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
gluk256/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
Bo-Ye/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
jpitts/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
noeleon930/go-ethereum,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
